timestamp,household_id,load_kW,solar_kW,latitude,longitude,time_of_day
2024-06-01 00:00:00,HH010,0.1397,0.0256,28.6000,77.2000,0.0000
2024-06-01 01:00:00,HH010,0.1223,0.1854,28.6000,77.2000,1.0000
2024-06-01 02:00:00,HH010,0.1135,0.4818,28.6000,77.2000,2.0000
2024-06-01 03:00:00,HH010,0.1092,0.7883,28.6000,77.2000,3.0000
2024-06-01 04:00:00,HH010,0.1135,1.0009,28.6000,77.2000,4.0000
2024-06-01 05:00:00,HH010,0.1310,1.1289,28.6000,77.2000,5.0000
2024-06-01 06:00:00,HH010,0.1834,1.1856,28.6000,77.2000,6.0000
2024-06-01 07:00:00,HH010,0.2280,1.1798,28.6000,77.2000,7.0000
2024-06-01 08:00:00,HH010,0.2555,1.0728,28.6000,77.2000,8.0000
2024-06-01 09:00:00,HH010,0.2642,0.8904,28.6000,77.2000,9.0000
2024-06-01 10:00:00,HH010,0.2652,0.6500,28.6000,77.2000,10.0000
2024-06-01 11:00:00,HH010,0.2260,0.3604,28.6000,77.2000,11.0000
2024-06-01 12:00:00,HH010,0.2210,0.0875,28.6000,77.2000,12.0000
2024-06-01 13:00:00,HH010,0.2310,0.0068,28.6000,77.2000,13.0000
2024-06-01 14:00:00,HH010,0.2160,0.0000,28.6000,77.2000,14.0000
2024-06-01 15:00:00,HH010,0.2260,0.0000,28.6000,77.2000,15.0000
2024-06-01 16:00:00,HH010,0.2511,0.0000,28.6000,77.2000,16.0000
2024-06-01 17:00:00,HH010,0.2533,0.0000,28.6000,77.2000,17.0000
2024-06-01 18:00:00,HH010,0.3144,0.0000,28.6000,77.2000,18.0000
2024-06-01 19:00:00,HH010,0.3712,0.0000,28.6000,77.2000,19.0000
2024-06-01 20:00:00,HH010,0.4149,0.0000,28.6000,77.2000,20.0000
2024-06-01 21:00:00,HH010,0.4367,0.0000,28.6000,77.2000,21.0000
2024-06-01 22:00:00,HH010,0.3581,0.0000,28.6000,77.2000,22.0000
2024-06-01 23:00:00,HH010,0.2402,0.0000,28.6000,77.2000,23.0000
2024-06-02 00:00:00,HH010,0.1448,0.0257,28.6000,77.2000,0.0000
2024-06-02 01:00:00,HH010,0.1267,0.1751,28.6000,77.2000,1.0000
2024-06-02 02:00:00,HH010,0.1177,0.4903,28.6000,77.2000,2.0000
2024-06-02 03:00:00,HH010,0.1131,0.7591,28.6000,77.2000,3.0000
2024-06-02 04:00:00,HH010,0.1177,0.9853,28.6000,77.2000,4.0000
2024-06-02 05:00:00,HH010,0.1358,1.0834,28.6000,77.2000,5.0000
2024-06-02 06:00:00,HH010,0.1901,1.1306,28.6000,77.2000,6.0000
2024-06-02 07:00:00,HH010,0.2362,1.1046,28.6000,77.2000,7.0000
2024-06-02 08:00:00,HH010,0.2647,0.9187,28.6000,77.2000,8.0000
2024-06-02 09:00:00,HH010,0.2738,0.7740,28.6000,77.2000,9.0000
2024-06-02 10:00:00,HH010,0.2748,0.6152,28.6000,77.2000,10.0000
2024-06-02 11:00:00,HH010,0.2342,0.2759,28.6000,77.2000,11.0000
2024-06-02 12:00:00,HH010,0.2290,0.0699,28.6000,77.2000,12.0000
2024-06-02 13:00:00,HH010,0.2394,0.0056,28.6000,77.2000,13.0000
2024-06-02 14:00:00,HH010,0.2238,0.0000,28.6000,77.2000,14.0000
2024-06-02 15:00:00,HH010,0.2342,0.0000,28.6000,77.2000,15.0000
2024-06-02 16:00:00,HH010,0.2602,0.0000,28.6000,77.2000,16.0000
2024-06-02 17:00:00,HH010,0.2625,0.0000,28.6000,77.2000,17.0000
2024-06-02 18:00:00,HH010,0.3258,0.0000,28.6000,77.2000,18.0000
2024-06-02 19:00:00,HH010,0.3847,0.0000,28.6000,77.2000,19.0000
2024-06-02 20:00:00,HH010,0.4299,0.0000,28.6000,77.2000,20.0000
2024-06-02 21:00:00,HH010,0.4526,0.0000,28.6000,77.2000,21.0000
2024-06-02 22:00:00,HH010,0.3711,0.0000,28.6000,77.2000,22.0000
2024-06-02 23:00:00,HH010,0.2489,0.0000,28.6000,77.2000,23.0000
2024-06-03 00:00:00,HH010,0.1256,0.0255,28.6000,77.2000,0.0000
2024-06-03 01:00:00,HH010,0.1099,0.1874,28.6000,77.2000,1.0000
2024-06-03 02:00:00,HH010,0.1020,0.4788,28.6000,77.2000,2.0000
2024-06-03 03:00:00,HH010,0.0981,0.7673,28.6000,77.2000,3.0000
2024-06-03 04:00:00,HH010,0.1020,0.9660,28.6000,77.2000,4.0000
2024-06-03 05:00:00,HH010,0.1177,1.1021,28.6000,77.2000,5.0000
2024-06-03 06:00:00,HH010,0.1648,1.1397,28.6000,77.2000,6.0000
2024-06-03 07:00:00,HH010,0.2276,1.0921,28.6000,77.2000,7.0000
2024-06-03 08:00:00,HH010,0.2551,0.9157,28.6000,77.2000,8.0000
2024-06-03 09:00:00,HH010,0.2158,0.7335,28.6000,77.2000,9.0000
