timestamp,household_id,load_kW,solar_kW,latitude,longitude,time_of_day
2024-06-01 00:00:00,HH006,0.1473,0.0169,28.6000,77.2000,0.0000
2024-06-01 01:00:00,HH006,0.1289,0.1221,28.6000,77.2000,1.0000
2024-06-01 02:00:00,HH006,0.1197,0.3171,28.6000,77.2000,2.0000
2024-06-01 03:00:00,HH006,0.1151,0.5188,28.6000,77.2000,3.0000
2024-06-01 04:00:00,HH006,0.1197,0.6588,28.6000,77.2000,4.0000
2024-06-01 05:00:00,HH006,0.1381,0.7430,28.6000,77.2000,5.0000
2024-06-01 06:00:00,HH006,0.1933,0.7803,28.6000,77.2000,6.0000
2024-06-01 07:00:00,HH006,0.2403,0.7765,28.6000,77.2000,7.0000
2024-06-01 08:00:00,HH006,0.2693,0.7061,28.6000,77.2000,8.0000
2024-06-01 09:00:00,HH006,0.2785,0.5860,28.6000,77.2000,9.0000
2024-06-01 10:00:00,HH006,0.2795,0.4279,28.6000,77.2000,10.0000
2024-06-01 11:00:00,HH006,0.2382,0.2372,28.6000,77.2000,11.0000
2024-06-01 12:00:00,HH006,0.2329,0.0576,28.6000,77.2000,12.0000
2024-06-01 13:00:00,HH006,0.2435,0.0045,28.6000,77.2000,13.0000
2024-06-01 14:00:00,HH006,0.2276,0.0000,28.6000,77.2000,14.0000
2024-06-01 15:00:00,HH006,0.2382,0.0000,28.6000,77.2000,15.0000
2024-06-01 16:00:00,HH006,0.2647,0.0000,28.6000,77.2000,16.0000
2024-06-01 17:00:00,HH006,0.2670,0.0000,28.6000,77.2000,17.0000
2024-06-01 18:00:00,HH006,0.3314,0.0000,28.6000,77.2000,18.0000
2024-06-01 19:00:00,HH006,0.3912,0.0000,28.6000,77.2000,19.0000
2024-06-01 20:00:00,HH006,0.4373,0.0000,28.6000,77.2000,20.0000
2024-06-01 21:00:00,HH006,0.4603,0.0000,28.6000,77.2000,21.0000
2024-06-01 22:00:00,HH006,0.3774,0.0000,28.6000,77.2000,22.0000
2024-06-01 23:00:00,HH006,0.2532,0.0000,28.6000,77.2000,23.0000
2024-06-02 00:00:00,HH006,0.1373,0.0169,28.6000,77.2000,0.0000
2024-06-02 01:00:00,HH006,0.1201,0.1153,28.6000,77.2000,1.0000
2024-06-02 02:00:00,HH006,0.1115,0.3227,28.6000,77.2000,2.0000
2024-06-02 03:00:00,HH006,0.1072,0.4996,28.6000,77.2000,3.0000
2024-06-02 04:00:00,HH006,0.1115,0.6485,28.6000,77.2000,4.0000
2024-06-02 05:00:00,HH006,0.1287,0.7131,28.6000,77.2000,5.0000
2024-06-02 06:00:00,HH006,0.1802,0.7442,28.6000,77.2000,6.0000
2024-06-02 07:00:00,HH006,0.2239,0.7270,28.6000,77.2000,7.0000
2024-06-02 08:00:00,HH006,0.2509,0.6047,28.6000,77.2000,8.0000
2024-06-02 09:00:00,HH006,0.2595,0.5094,28.6000,77.2000,9.0000
2024-06-02 10:00:00,HH006,0.2605,0.4049,28.6000,77.2000,10.0000
