timestamp,household_id,load_kW,solar_kW,latitude,longitude,time_of_day
2024-06-01 00:00:00,HH008,0.1160,0.0241,28.6000,77.2000,0.0000
2024-06-01 01:00:00,HH008,0.1015,0.1743,28.6000,77.2000,1.0000
2024-06-01 02:00:00,HH008,0.0943,0.4527,28.6000,77.2000,2.0000
2024-06-01 03:00:00,HH008,0.0906,0.7408,28.6000,77.2000,3.0000
2024-06-01 04:00:00,HH008,0.0943,0.9407,28.6000,77.2000,4.0000
2024-06-01 05:00:00,HH008,0.1088,1.0610,28.6000,77.2000,5.0000
2024-06-01 06:00:00,HH008,0.1523,1.1142,28.6000,77.2000,6.0000
2024-06-01 07:00:00,HH008,0.1893,1.1088,28.6000,77.2000,7.0000
2024-06-01 08:00:00,HH008,0.2121,1.0083,28.6000,77.2000,8.0000
2024-06-01 09:00:00,HH008,0.2194,0.8368,28.6000,77.2000,9.0000
2024-06-01 10:00:00,HH008,0.2202,0.6109,28.6000,77.2000,10.0000
2024-06-01 11:00:00,HH008,0.1876,0.3387,28.6000,77.2000,11.0000
2024-06-01 12:00:00,HH008,0.1835,0.0822,28.6000,77.2000,12.0000
2024-06-01 13:00:00,HH008,0.1918,0.0064,28.6000,77.2000,13.0000
2024-06-01 14:00:00,HH008,0.1793,0.0000,28.6000,77.2000,14.0000
2024-06-01 15:00:00,HH008,0.1876,0.0000,28.6000,77.2000,15.0000
2024-06-01 16:00:00,HH008,0.2085,0.0000,28.6000,77.2000,16.0000
2024-06-01 17:00:00,HH008,0.2103,0.0000,28.6000,77.2000,17.0000
2024-06-01 18:00:00,HH008,0.2611,0.0000,28.6000,77.2000,18.0000
2024-06-01 19:00:00,HH008,0.3082,0.0000,28.6000,77.2000,19.0000
2024-06-01 20:00:00,HH008,0.3444,0.0000,28.6000,77.2000,20.0000
2024-06-01 21:00:00,HH008,0.3626,0.0000,28.6000,77.2000,21.0000
2024-06-01 22:00:00,HH008,0.2973,0.0000,28.6000,77.2000,22.0000
2024-06-01 23:00:00,HH008,0.1994,0.0000,28.6000,77.2000,23.0000
2024-06-02 00:00:00,HH008,0.0997,0.0242,28.6000,77.2000,0.0000
2024-06-02 01:00:00,HH008,0.0872,0.1646,28.6000,77.2000,1.0000
2024-06-02 02:00:00,HH008,0.0810,0.4608,28.6000,77.2000,2.0000
2024-06-02 03:00:00,HH008,0.0779,0.7134,28.6000,77.2000,3.0000
2024-06-02 04:00:00,HH008,0.0810,0.9260,28.6000,77.2000,4.0000
2024-06-02 05:00:00,HH008,0.0934,1.0182,28.6000,77.2000,5.0000
2024-06-02 06:00:00,HH008,0.1308,1.0626,28.6000,77.2000,6.0000
2024-06-02 07:00:00,HH008,0.1626,1.0381,28.6000,77.2000,7.0000
2024-06-02 08:00:00,HH008,0.1822,0.8634,28.6000,77.2000,8.0000
2024-06-02 09:00:00,HH008,0.1884,0.7274,28.6000,77.2000,9.0000
2024-06-02 10:00:00,HH008,0.1891,0.5781,28.6000,77.2000,10.0000
2024-06-02 11:00:00,HH008,0.1612,0.2592,28.6000,77.2000,11.0000
2024-06-02 12:00:00,HH008,0.1576,0.0657,28.6000,77.2000,12.0000
2024-06-02 13:00:00,HH008,0.1648,0.0052,28.6000,77.2000,13.0000
2024-06-02 14:00:00,HH008,0.1540,0.0000,28.6000,77.2000,14.0000
2024-06-02 15:00:00,HH008,0.1612,0.0000,28.6000,77.2000,15.0000
2024-06-02 16:00:00,HH008,0.1791,0.0000,28.6000,77.2000,16.0000
2024-06-02 17:00:00,HH008,0.1806,0.0000,28.6000,77.2000,17.0000
2024-06-02 18:00:00,HH008,0.2242,0.0000,28.6000,77.2000,18.0000
2024-06-02 19:00:00,HH008,0.2647,0.0000,28.6000,77.2000,19.0000
2024-06-02 20:00:00,HH008,0.2959,0.0000,28.6000,77.2000,20.0000
2024-06-02 21:00:00,HH008,0.3115,0.0000,28.6000,77.2000,21.0000
2024-06-02 22:00:00,HH008,0.2554,0.0000,28.6000,77.2000,22.0000
2024-06-02 23:00:00,HH008,0.1713,0.0000,28.6000,77.2000,23.0000
2024-06-03 00:00:00,HH008,0.1129,0.0239,28.6000,77.2000,0.0000
2024-06-03 01:00:00,HH008,0.0987,0.1761,28.6000,77.2000,1.0000
2024-06-03 02:00:00,HH008,0.0917,0.4499,28.6000,77.2000,2.0000
2024-06-03 03:00:00,HH008,0.0882,0.7211,28.6000,77.2000,3.0000
2024-06-03 04:00:00,HH008,0.0917,0.9079,28.6000,77.2000,4.0000
2024-06-03 05:00:00,HH008,0.1058,1.0358,28.6000,77.2000,5.0000
2024-06-03 06:00:00,HH008,0.1481,1.0711,28.6000,77.2000,6.0000
2024-06-03 07:00:00,HH008,0.2045,1.0263,28.6000,77.2000,7.0000
2024-06-03 08:00:00,HH008,0.2292,0.8606,28.6000,77.2000,8.0000
2024-06-03 09:00:00,HH008,0.1940,0.6893,28.6000,77.2000,9.0000
2024-06-03 10:00:00,HH008,0.1693,0.4189,28.6000,77.2000,10.0000
2024-06-03 11:00:00,HH008,0.1587,0.1915,28.6000,77.2000,11.0000
2024-06-03 12:00:00,HH008,0.1552,0.0934,28.6000,77.2000,12.0000
2024-06-03 13:00:00,HH008,0.1622,0.0070,28.6000,77.2000,13.0000
2024-06-03 14:00:00,HH008,0.1516,0.0000,28.6000,77.2000,14.0000
2024-06-03 15:00:00,HH008,0.1587,0.0000,28.6000,77.2000,15.0000
2024-06-03 16:00:00,HH008,0.1763,0.0000,28.6000,77.2000,16.0000
2024-06-03 17:00:00,HH008,0.2045,0.0000,28.6000,77.2000,17.0000
2024-06-03 18:00:00,HH008,0.2539,0.0000,28.6000,77.2000,18.0000
2024-06-03 19:00:00,HH008,0.2998,0.0000,28.6000,77.2000,19.0000
