timestamp,household_id,load_kW,solar_kW,latitude,longitude,time_of_day
2024-06-01 00:00:00,HH007,0.1317,0.0245,28.6000,77.2000,0.0000
2024-06-01 01:00:00,HH007,0.1152,0.1773,28.6000,77.2000,1.0000
2024-06-01 02:00:00,HH007,0.1070,0.4605,28.6000,77.2000,2.0000
2024-06-01 03:00:00,HH007,0.1029,0.7536,28.6000,77.2000,3.0000
2024-06-01 04:00:00,HH007,0.1070,0.9569,28.6000,77.2000,4.0000
2024-06-01 05:00:00,HH007,0.1234,1.0792,28.6000,77.2000,5.0000
2024-06-01 06:00:00,HH007,0.1728,1.1334,28.6000,77.2000,6.0000
2024-06-01 07:00:00,HH007,0.2148,1.1278,28.6000,77.2000,7.0000
2024-06-01 08:00:00,HH007,0.2407,1.0256,28.6000,77.2000,8.0000
2024-06-01 09:00:00,HH007,0.2489,0.8511,28.6000,77.2000,9.0000
2024-06-01 10:00:00,HH007,0.2498,0.6214,28.6000,77.2000,10.0000
2024-06-01 11:00:00,HH007,0.2129,0.3445,28.6000,77.2000,11.0000
2024-06-01 12:00:00,HH007,0.2082,0.0837,28.6000,77.2000,12.0000
2024-06-01 13:00:00,HH007,0.2176,0.0065,28.6000,77.2000,13.0000
2024-06-01 14:00:00,HH007,0.2034,0.0000,28.6000,77.2000,14.0000
2024-06-01 15:00:00,HH007,0.2129,0.0000,28.6000,77.2000,15.0000
2024-06-01 16:00:00,HH007,0.2366,0.0000,28.6000,77.2000,16.0000
2024-06-01 17:00:00,HH007,0.2386,0.0000,28.6000,77.2000,17.0000
2024-06-01 18:00:00,HH007,0.2962,0.0000,28.6000,77.2000,18.0000
2024-06-01 19:00:00,HH007,0.3497,0.0000,28.6000,77.2000,19.0000
2024-06-01 20:00:00,HH007,0.3908,0.0000,28.6000,77.2000,20.0000
2024-06-01 21:00:00,HH007,0.4114,0.0000,28.6000,77.2000,21.0000
2024-06-01 22:00:00,HH007,0.3374,0.0000,28.6000,77.2000,22.0000
2024-06-01 23:00:00,HH007,0.2263,0.0000,28.6000,77.2000,23.0000
2024-06-02 00:00:00,HH007,0.1198,0.0246,28.6000,77.2000,0.0000
2024-06-02 01:00:00,HH007,0.1049,0.1674,28.6000,77.2000,1.0000
2024-06-02 02:00:00,HH007,0.0974,0.4687,28.6000,77.2000,2.0000
2024-06-02 03:00:00,HH007,0.0936,0.7256,28.6000,77.2000,3.0000
2024-06-02 04:00:00,HH007,0.0974,0.9419,28.6000,77.2000,4.0000
2024-06-02 05:00:00,HH007,0.1124,1.0357,28.6000,77.2000,5.0000
2024-06-02 06:00:00,HH007,0.1573,1.0808,28.6000,77.2000,6.0000
2024-06-02 07:00:00,HH007,0.1955,1.0559,28.6000,77.2000,7.0000
2024-06-02 08:00:00,HH007,0.2191,0.8783,28.6000,77.2000,8.0000
2024-06-02 09:00:00,HH007,0.2266,0.7399,28.6000,77.2000,9.0000
2024-06-02 10:00:00,HH007,0.2274,0.5881,28.6000,77.2000,10.0000
2024-06-02 11:00:00,HH007,0.1938,0.2637,28.6000,77.2000,11.0000
2024-06-02 12:00:00,HH007,0.1895,0.0669,28.6000,77.2000,12.0000
2024-06-02 13:00:00,HH007,0.1981,0.0053,28.6000,77.2000,13.0000
2024-06-02 14:00:00,HH007,0.1852,0.0000,28.6000,77.2000,14.0000
2024-06-02 15:00:00,HH007,0.1938,0.0000,28.6000,77.2000,15.0000
2024-06-02 16:00:00,HH007,0.2153,0.0000,28.6000,77.2000,16.0000
2024-06-02 17:00:00,HH007,0.2172,0.0000,28.6000,77.2000,17.0000
2024-06-02 18:00:00,HH007,0.2696,0.0000,28.6000,77.2000,18.0000
2024-06-02 19:00:00,HH007,0.3183,0.0000,28.6000,77.2000,19.0000
2024-06-02 20:00:00,HH007,0.3558,0.0000,28.6000,77.2000,20.0000
2024-06-02 21:00:00,HH007,0.3745,0.0000,28.6000,77.2000,21.0000
2024-06-02 22:00:00,HH007,0.3071,0.0000,28.6000,77.2000,22.0000
2024-06-02 23:00:00,HH007,0.2060,0.0000,28.6000,77.2000,23.0000
